,conf_name,energy
499,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00180.POSCAR_all_sites/CONTCAR,-360.07187984
125,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00377.POSCAR_all_sites/CONTCAR,-360.06997575
401,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00419.POSCAR_all_sites/CONTCAR,-360.06771257
240,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00274.POSCAR_all_sites/CONTCAR,-360.06695406
486,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00524.POSCAR_all_sites/CONTCAR,-360.06631221
152,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00454.POSCAR_all_sites/CONTCAR,-360.06570637
274,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00001.POSCAR_all_sites/CONTCAR,-360.06462321
502,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00467.POSCAR_all_sites/CONTCAR,-360.06427342
205,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00526.POSCAR_all_sites/CONTCAR,-360.06265282
95,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00013.POSCAR_all_sites/CONTCAR,-360.06153512
106,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00451.POSCAR_all_sites/CONTCAR,-360.06087138
449,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00276.POSCAR_all_sites/CONTCAR,-360.06071125
363,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00320.POSCAR_all_sites/CONTCAR,-360.0600887
325,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00092.POSCAR_all_sites/CONTCAR,-360.0582013
360,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00227.POSCAR_all_sites/CONTCAR,-360.05791538
405,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00468.POSCAR_all_sites/CONTCAR,-360.05769565
258,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00341.POSCAR_all_sites/CONTCAR,-360.05610787
186,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00465.POSCAR_all_sites/CONTCAR,-360.05593422
423,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00611.POSCAR_all_sites/CONTCAR,-360.05531221
494,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00004.POSCAR_all_sites/CONTCAR,-360.05422703
362,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00525.POSCAR_all_sites/CONTCAR,-360.05345878
479,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00179.POSCAR_all_sites/CONTCAR,-360.05303284
412,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00035.POSCAR_all_sites/CONTCAR,-360.05292825
427,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00570.POSCAR_all_sites/CONTCAR,-360.05268906
143,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00009.POSCAR_all_sites/CONTCAR,-360.05251788
374,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00605.POSCAR_all_sites/CONTCAR,-360.05233963
13,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00036.POSCAR_all_sites/CONTCAR,-360.05198707
444,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00314.POSCAR_all_sites/CONTCAR,-360.05177301
169,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00580.POSCAR_all_sites/CONTCAR,-360.05091484
111,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00568.POSCAR_all_sites/CONTCAR,-360.05073225
164,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00498.POSCAR_all_sites/CONTCAR,-360.04861994
497,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00560.POSCAR_all_sites/CONTCAR,-360.04699465
281,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00305.POSCAR_all_sites/CONTCAR,-360.04697093
207,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00421.POSCAR_all_sites/CONTCAR,-360.0463498
331,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00277.POSCAR_all_sites/CONTCAR,-360.04573319
406,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00088.POSCAR_all_sites/CONTCAR,-360.04512546
251,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00324.POSCAR_all_sites/CONTCAR,-360.04418419
300,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00015.POSCAR_all_sites/CONTCAR,-360.04359136
134,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00613.POSCAR_all_sites/CONTCAR,-360.04356553
446,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00117.POSCAR_all_sites/CONTCAR,-360.04260459
246,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00012.POSCAR_all_sites/CONTCAR,-360.04160547
250,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00521.POSCAR_all_sites/CONTCAR,-360.0416024
477,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00040.POSCAR_all_sites/CONTCAR,-360.04154116
503,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00459.POSCAR_all_sites/CONTCAR,-360.04061436
217,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00299.POSCAR_all_sites/CONTCAR,-360.03964199
183,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00607.POSCAR_all_sites/CONTCAR,-360.03945839
454,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00194.POSCAR_all_sites/CONTCAR,-360.03922439
431,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00272.POSCAR_all_sites/CONTCAR,-360.03865668
105,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00496.POSCAR_all_sites/CONTCAR,-360.03843436
146,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00553.POSCAR_all_sites/CONTCAR,-360.03827034
389,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00184.POSCAR_all_sites/CONTCAR,-360.03567634
466,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00136.POSCAR_all_sites/CONTCAR,-360.03556576
306,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00089.POSCAR_all_sites/CONTCAR,-360.03540893
297,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00514.POSCAR_all_sites/CONTCAR,-360.03425178
229,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00450.POSCAR_all_sites/CONTCAR,-360.03317639
259,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00045.POSCAR_all_sites/CONTCAR,-360.03313019
161,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00046.POSCAR_all_sites/CONTCAR,-360.0329526
174,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00461.POSCAR_all_sites/CONTCAR,-360.03263771
342,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00116.POSCAR_all_sites/CONTCAR,-360.03246166
93,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00628.POSCAR_all_sites/CONTCAR,-360.03245772
185,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00201.POSCAR_all_sites/CONTCAR,-360.0321303
282,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00374.POSCAR_all_sites/CONTCAR,-360.03077566
279,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00106.POSCAR_all_sites/CONTCAR,-360.02901906
284,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00177.POSCAR_all_sites/CONTCAR,-360.02872405
2,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00455.POSCAR_all_sites/CONTCAR,-360.02826955
135,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00517.POSCAR_all_sites/CONTCAR,-360.02795395
433,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00449.POSCAR_all_sites/CONTCAR,-360.02665196
97,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00197.POSCAR_all_sites/CONTCAR,-360.02650704
133,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00410.POSCAR_all_sites/CONTCAR,-360.02614451
52,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00343.POSCAR_all_sites/CONTCAR,-360.02601684
239,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00077.POSCAR_all_sites/CONTCAR,-360.02550665
383,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00065.POSCAR_all_sites/CONTCAR,-360.02541543
232,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00576.POSCAR_all_sites/CONTCAR,-360.02471864
29,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00502.POSCAR_all_sites/CONTCAR,-360.02459553
288,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00191.POSCAR_all_sites/CONTCAR,-360.02400779
137,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00111.POSCAR_all_sites/CONTCAR,-360.02375335
459,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00350.POSCAR_all_sites/CONTCAR,-360.02373104
216,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00042.POSCAR_all_sites/CONTCAR,-360.02336903
425,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00190.POSCAR_all_sites/CONTCAR,-360.02300904
269,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00386.POSCAR_all_sites/CONTCAR,-360.02283535
492,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00207.POSCAR_all_sites/CONTCAR,-360.02245193
372,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00178.POSCAR_all_sites/CONTCAR,-360.0222079
221,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00532.POSCAR_all_sites/CONTCAR,-360.02154323
441,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00615.POSCAR_all_sites/CONTCAR,-360.021534
320,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00389.POSCAR_all_sites/CONTCAR,-360.02145328
311,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00550.POSCAR_all_sites/CONTCAR,-360.02116725
290,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00096.POSCAR_all_sites/CONTCAR,-360.02105116
276,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00604.POSCAR_all_sites/CONTCAR,-360.02094563
293,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00273.POSCAR_all_sites/CONTCAR,-360.02052919
45,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00499.POSCAR_all_sites/CONTCAR,-360.02025106
473,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00098.POSCAR_all_sites/CONTCAR,-360.02003185
102,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00048.POSCAR_all_sites/CONTCAR,-360.01832002
199,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00302.POSCAR_all_sites/CONTCAR,-360.01808898
131,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00016.POSCAR_all_sites/CONTCAR,-360.01800629
150,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00052.POSCAR_all_sites/CONTCAR,-360.01795233
504,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00061.POSCAR_all_sites/CONTCAR,-360.01771322
489,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00505.POSCAR_all_sites/CONTCAR,-360.01765914
410,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00236.POSCAR_all_sites/CONTCAR,-360.01712316
228,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00056.POSCAR_all_sites/CONTCAR,-360.01640161
184,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00002.POSCAR_all_sites/CONTCAR,-360.01623411
344,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00382.POSCAR_all_sites/CONTCAR,-360.01619418
138,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00312.POSCAR_all_sites/CONTCAR,-360.0160986
51,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00578.POSCAR_all_sites/CONTCAR,-360.01609103
472,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00634.POSCAR_all_sites/CONTCAR,-360.01584749
415,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00534.POSCAR_all_sites/CONTCAR,-360.01553888
156,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00327.POSCAR_all_sites/CONTCAR,-360.01521329
89,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00114.POSCAR_all_sites/CONTCAR,-360.01437467
189,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00286.POSCAR_all_sites/CONTCAR,-360.01434994
411,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00208.POSCAR_all_sites/CONTCAR,-360.01419391
475,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00446.POSCAR_all_sites/CONTCAR,-360.01378468
33,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00200.POSCAR_all_sites/CONTCAR,-360.01351412
49,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00642.POSCAR_all_sites/CONTCAR,-360.01316598
333,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00575.POSCAR_all_sites/CONTCAR,-360.01238794
230,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00557.POSCAR_all_sites/CONTCAR,-360.01163784
303,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00631.POSCAR_all_sites/CONTCAR,-360.0110272
388,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00387.POSCAR_all_sites/CONTCAR,-360.00934348
114,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00637.POSCAR_all_sites/CONTCAR,-360.00792087
324,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00055.POSCAR_all_sites/CONTCAR,-360.00732993
249,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00629.POSCAR_all_sites/CONTCAR,-360.0072312
18,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00214.POSCAR_all_sites/CONTCAR,-360.00705589
219,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00608.POSCAR_all_sites/CONTCAR,-360.00648132
14,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00411.POSCAR_all_sites/CONTCAR,-360.00538077
71,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00204.POSCAR_all_sites/CONTCAR,-360.00506138
394,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00442.POSCAR_all_sites/CONTCAR,-360.00464507
245,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00211.POSCAR_all_sites/CONTCAR,-360.00446976
377,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00107.POSCAR_all_sites/CONTCAR,-360.00415083
61,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00379.POSCAR_all_sites/CONTCAR,-360.00412679
413,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00630.POSCAR_all_sites/CONTCAR,-360.00353978
36,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00362.POSCAR_all_sites/CONTCAR,-360.00161541
359,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00219.POSCAR_all_sites/CONTCAR,-360.00129233
495,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00166.POSCAR_all_sites/CONTCAR,-360.0008708
115,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00032.POSCAR_all_sites/CONTCAR,-359.99906787
35,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00559.POSCAR_all_sites/CONTCAR,-359.99891605
438,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00213.POSCAR_all_sites/CONTCAR,-359.99867403
121,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00095.POSCAR_all_sites/CONTCAR,-359.99858263
193,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00359.POSCAR_all_sites/CONTCAR,-359.99856404
19,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00313.POSCAR_all_sites/CONTCAR,-359.99840414
132,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00215.POSCAR_all_sites/CONTCAR,-359.9974968
235,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00196.POSCAR_all_sites/CONTCAR,-359.99743701
286,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00597.POSCAR_all_sites/CONTCAR,-359.99742665
265,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00064.POSCAR_all_sites/CONTCAR,-359.99638951
289,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00295.POSCAR_all_sites/CONTCAR,-359.99557748
308,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00156.POSCAR_all_sites/CONTCAR,-359.99509576
231,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00151.POSCAR_all_sites/CONTCAR,-359.99505234
469,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00031.POSCAR_all_sites/CONTCAR,-359.99474539
418,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00310.POSCAR_all_sites/CONTCAR,-359.99452998
192,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00164.POSCAR_all_sites/CONTCAR,-359.99431352
309,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00168.POSCAR_all_sites/CONTCAR,-359.99410726
488,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00103.POSCAR_all_sites/CONTCAR,-359.99372272
140,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00536.POSCAR_all_sites/CONTCAR,-359.99248199
20,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00528.POSCAR_all_sites/CONTCAR,-359.99216956
177,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00282.POSCAR_all_sites/CONTCAR,-359.99105228
451,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00495.POSCAR_all_sites/CONTCAR,-359.98895086
402,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00427.POSCAR_all_sites/CONTCAR,-359.988738
261,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00443.POSCAR_all_sites/CONTCAR,-359.98792916
385,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00162.POSCAR_all_sites/CONTCAR,-359.98765355
27,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00175.POSCAR_all_sites/CONTCAR,-359.98673313
439,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00010.POSCAR_all_sites/CONTCAR,-359.98643301
409,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00354.POSCAR_all_sites/CONTCAR,-359.98590855
349,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00060.POSCAR_all_sites/CONTCAR,-359.98498912
222,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00134.POSCAR_all_sites/CONTCAR,-359.98379012
79,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00084.POSCAR_all_sites/CONTCAR,-359.9833699
180,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00105.POSCAR_all_sites/CONTCAR,-359.98237583
153,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00425.POSCAR_all_sites/CONTCAR,-359.98222717
107,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00069.POSCAR_all_sites/CONTCAR,-359.98073292
53,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00221.POSCAR_all_sites/CONTCAR,-359.98064361
176,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00059.POSCAR_all_sites/CONTCAR,-359.98039868
340,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00315.POSCAR_all_sites/CONTCAR,-359.97997966
214,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00444.POSCAR_all_sites/CONTCAR,-359.97859537
408,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00169.POSCAR_all_sites/CONTCAR,-359.97853608
160,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00643.POSCAR_all_sites/CONTCAR,-359.97768611
478,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00344.POSCAR_all_sites/CONTCAR,-359.97690829
397,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00279.POSCAR_all_sites/CONTCAR,-359.97616823
310,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00355.POSCAR_all_sites/CONTCAR,-359.97515188
378,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00501.POSCAR_all_sites/CONTCAR,-359.97467714
247,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00617.POSCAR_all_sites/CONTCAR,-359.9739818
262,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00640.POSCAR_all_sites/CONTCAR,-359.9727323
48,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00441.POSCAR_all_sites/CONTCAR,-359.97209884
266,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00462.POSCAR_all_sites/CONTCAR,-359.97088797
200,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00101.POSCAR_all_sites/CONTCAR,-359.97044536
182,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00306.POSCAR_all_sites/CONTCAR,-359.96952335
10,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00633.POSCAR_all_sites/CONTCAR,-359.96712764
375,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00438.POSCAR_all_sites/CONTCAR,-359.96327929
500,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00383.POSCAR_all_sites/CONTCAR,-359.96159295
273,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00360.POSCAR_all_sites/CONTCAR,-359.96099242
127,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00174.POSCAR_all_sites/CONTCAR,-359.9608733
80,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00287.POSCAR_all_sites/CONTCAR,-359.96084931
376,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00203.POSCAR_all_sites/CONTCAR,-359.96082925
443,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00511.POSCAR_all_sites/CONTCAR,-359.95932651
436,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00294.POSCAR_all_sites/CONTCAR,-359.956946
136,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00529.POSCAR_all_sites/CONTCAR,-359.95515046
225,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00488.POSCAR_all_sites/CONTCAR,-359.95319579
70,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00623.POSCAR_all_sites/CONTCAR,-359.95296118
396,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00044.POSCAR_all_sites/CONTCAR,-359.95195272
437,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00097.POSCAR_all_sites/CONTCAR,-359.95166744
166,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00141.POSCAR_all_sites/CONTCAR,-359.95144526
471,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00437.POSCAR_all_sites/CONTCAR,-359.94832079
170,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00186.POSCAR_all_sites/CONTCAR,-359.94721517
149,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00356.POSCAR_all_sites/CONTCAR,-359.94713377
294,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00070.POSCAR_all_sites/CONTCAR,-359.94341684
171,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00363.POSCAR_all_sites/CONTCAR,-359.94154163
3,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00053.POSCAR_all_sites/CONTCAR,-359.94059289
414,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00433.POSCAR_all_sites/CONTCAR,-359.94055265
85,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00366.POSCAR_all_sites/CONTCAR,-359.93991905
64,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00043.POSCAR_all_sites/CONTCAR,-359.93894976
483,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00620.POSCAR_all_sites/CONTCAR,-359.93795004
382,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00463.POSCAR_all_sites/CONTCAR,-359.93784399
421,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00217.POSCAR_all_sites/CONTCAR,-359.93752326
455,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00172.POSCAR_all_sites/CONTCAR,-359.93655471
56,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00424.POSCAR_all_sites/CONTCAR,-359.93603595
202,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00507.POSCAR_all_sites/CONTCAR,-359.93552537
287,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00392.POSCAR_all_sites/CONTCAR,-359.93541859
58,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00523.POSCAR_all_sites/CONTCAR,-359.93506231
319,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00152.POSCAR_all_sites/CONTCAR,-359.93448275
465,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00530.POSCAR_all_sites/CONTCAR,-359.93412599
316,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00635.POSCAR_all_sites/CONTCAR,-359.93379655
11,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00430.POSCAR_all_sites/CONTCAR,-359.93331638
357,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00005.POSCAR_all_sites/CONTCAR,-359.93327308
129,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00192.POSCAR_all_sites/CONTCAR,-359.93165845
482,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00599.POSCAR_all_sites/CONTCAR,-359.92972072
74,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00602.POSCAR_all_sites/CONTCAR,-359.9289132
417,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00113.POSCAR_all_sites/CONTCAR,-359.92803101
39,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00187.POSCAR_all_sites/CONTCAR,-359.92765629
253,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00418.POSCAR_all_sites/CONTCAR,-359.92522458
84,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00165.POSCAR_all_sites/CONTCAR,-359.92085321
5,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00288.POSCAR_all_sites/CONTCAR,-359.91653606
351,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00458.POSCAR_all_sites/CONTCAR,-359.91280429
283,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00149.POSCAR_all_sites/CONTCAR,-359.91123635
369,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00598.POSCAR_all_sites/CONTCAR,-359.90908388
55,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00627.POSCAR_all_sites/CONTCAR,-359.90747482
28,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00573.POSCAR_all_sites/CONTCAR,-359.90099906
139,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00508.POSCAR_all_sites/CONTCAR,-359.89841981
238,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00292.POSCAR_all_sites/CONTCAR,-359.89734615
154,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00618.POSCAR_all_sites/CONTCAR,-359.8955612
72,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00039.POSCAR_all_sites/CONTCAR,-359.89549759
109,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00489.POSCAR_all_sites/CONTCAR,-359.89470102
57,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00619.POSCAR_all_sites/CONTCAR,-359.89461859
